"","Date","Contributors","Ocean","Province","Country","Location","Lat_locat_center","Lon_locat_center","Local_census","Length_m","Area_m2","Site","Lat_site","Lon_site","Depth_m","Mesozones2_30m","Trash_group","Trash_count","MPA","Managed_area","Site_split_MPA","Nearest_MPA_Lat","Nearest_MPA_Lon","Nearest_Market_Lat","Nearest_Market_Lon","Dist_MPA","Dist_Market","Pop10Km","Pop100Km","Coral_reef_Km2","Economic.status1","Coastal.population2","Waste.generation.rate..kg.person.day.3","X..Plastic.in.waste.stream4","X..Inadequately.managed.waste5","X..Littered.waste6","Waste.generation..kg.day.7","Plastic.waste.generation..kg.day.7","Inadequately.managed.plastic.waste..kg.day.7","Plastic.waste.littered...kg.day.7","Mismanaged.plastic.waste..kg.person.day.7","Mismanaged_2010","Mismanaged.plastic.waste.in.2025...tonnes.7","Mismanaged_plastic_pop10Km_2010_Tons","Mismanaged_plastic_pop100Km_2010_Tons","ID_transect","Complexity_3pt","Lat","Lon","Depth_m.1","Mesophotic.zones2","Size_1","Size_2","Size_3","Size_4","Size_5","Managed_Area","Coastline_km","Trash_per_m2","Meso_zone2","Meso_zone3","Reefarea_pop100"
"439","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"106",20,40,"dive_and_trek",13.80052778,120.9110417,22.7,"Shallow","fishing",2,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"405","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Shallow","Shallow",0.00044963284423035
"440","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"107",20,40,"dive_and_trek",13.80052778,120.9110417,13.6,"Shallow","fishing",0,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"406","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.00044963284423035
"441","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"108",20,40,"dive_and_trek",13.80052778,120.9110417,10.3,"Shallow","fishing",2,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"407","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Shallow","Shallow",0.00044963284423035
"442","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"109",20,40,"dive_and_trek",13.80052778,120.9110417,7.6,"Shallow","fishing",1,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"408","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"Shallow","Shallow",0.00044963284423035
"443","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"110",20,40,"dive_and_trek",13.80052778,120.9110417,5.5,"Shallow","fishing",0,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"409","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.00044963284423035
"444","5_13_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"115",20,40,"dive_and_trek",13.80052778,120.9110417,13.9,"Shallow","fishing",0,"yes","MPA",1,13.80052778,120.9110417,13.756324,121.058437,0,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"414","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.00044963284423035
"445","5_8_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"85",20,40,"abc",13.75691667,120.9186222,48.5,"MCE","fishing",1,"No","No take (Dive & Treck)",0,13.79972,120.911997,13.756324,121.058437,4.6,30,164373,15681336,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,929.9402475,88717.15842,"385","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Upper",0.00052653831229686
"446","5_8_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"86",20,40,"abc",13.75691667,120.9186222,30.3,"MCE","fishing",0,"No","No take (Dive & Treck)",0,13.79972,120.911997,13.756324,121.058437,4.6,30,164373,15681336,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,929.9402475,88717.15842,"385b","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.00052653831229686
"447","5_9_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"92",20,40,"dive_and_trek",13.80052778,120.9110417,57.6,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"391","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.00044963284423035
"448","5_10_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"99",20,40,"dive_and_trek",13.80052778,120.9110417,31.8,"MCE","fishing",1,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"398","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Upper",0.00044963284423035
"449","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"103",20,40,"dive_and_trek",13.80052778,120.9110417,39.4,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"402","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Upper",0.00044963284423035
"450","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"104",20,40,"dive_and_trek",13.80052778,120.9110417,31.8,"MCE","fishing",3,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"403","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,"MCE","Upper",0.00044963284423035
"451","5_13_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"113",20,40,"dive_and_trek",13.80052778,120.9110417,34.8,"MCE","fishing",4,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"412","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,"MCE","Upper",0.00044963284423035
"452","5_13_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"114",20,40,"dive_and_trek",13.80052778,120.9110417,31.2,"MCE","fishing",4,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"413","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,"MCE","Upper",0.00044963284423035
"453","5_9_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"91",20,40,"dive_and_trek",13.80052778,120.9110417,60.6,"MCE","fishing",1,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"390","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Upper",0.00044963284423035
"454","5_8_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"84",20,40,"abc",13.75691667,120.9186222,92.4,"MCE","fishing",0,"No","No take (Dive & Treck)",0,13.79972,120.911997,13.756324,121.058437,4.6,30,164373,15681336,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,929.9402475,88717.15842,"384","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00052653831229686
"455","5_9_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"89",20,40,"dive_and_trek",13.80052778,120.9110417,103,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"388","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00044963284423035
"456","5_9_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"90",20,40,"dive_and_trek",13.80052778,120.9110417,103,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"389","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00044963284423035
"457","5_10_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"98",20,40,"dive_and_trek",13.80052778,120.9110417,97,"MCE","fishing",1,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"397","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"MCE","Lower",0.00044963284423035
"458","5_14_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"111",20,40,"dive_and_trek",13.80052778,120.9110417,110.6,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"410","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00044963284423035
"459","5_11_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"102",20,40,"dive_and_trek",13.80052778,120.9110417,128.5,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"401","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00044963284423035
"460","5_13_2017","CAS","Pacific","Central Indo_Pacific","Philippines","Philippines",13.70689182,120.9402443,"112",20,40,"dive_and_trek",13.80052778,120.9110417,147,"MCE","fishing",0,"No","No take (Dive & Treck)",2,13.80052778,120.9110417,13.756324,121.058437,0.02,34.5,209995,18363481,8256.824192,"LMI",83446862,0.5,15,81,2,41723431,6237653,5035956,124753,0.062,NA,5088394,1188.046713,103891.3938,"411","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MCE","Lower",0.00044963284423035
"461","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"100",20,40,"sgb",6.988119444,158.1330472,21.2,"Shallow","fishing",1,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"943","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"Shallow","Shallow",0.0142819088508344
"462","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"101",20,40,"sgb",6.988119444,158.1330472,18.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"944","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"463","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"102",20,40,"sgb",6.988119444,158.1330472,15.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"945","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"464","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"103",20,40,"sgb",6.988119444,158.1330472,12.1,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"946","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"465","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"104",20,40,"sgb",6.988119444,158.1330472,9.1,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"947","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"466","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"105",20,40,"sgb",6.988119444,158.1330472,7.6,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"948","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"467","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"106",20,40,"sgb",6.988119444,158.1330472,4.5,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"949","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"468","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"107",20,40,"sgb",6.988119444,158.1330472,5.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"950","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"469","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"108",20,40,"sgb",6.988119444,158.1330472,2.4,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"951","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"470","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"116",20,40,"ant_atoll",6.755722222,157.9186806,21.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"959","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"471","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"117",20,40,"ant_atoll",6.755722222,157.9186806,18.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"960","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"472","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"118",20,40,"ant_atoll",6.755722222,157.9186806,15.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"961","intermediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"473","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"119",20,40,"ant_atoll",6.755722222,157.9186806,12.1,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"962","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"474","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"120",20,40,"ant_atoll",6.755722222,157.9186806,9.1,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"963","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"475","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"121",20,40,"ant_atoll",6.755722222,157.9186806,7.6,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"964","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"476","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"122",20,40,"ant_atoll",6.755722222,157.9186806,6.1,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"965","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"477","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"123",20,40,"ant_atoll",6.755722222,157.9186806,5.5,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"966","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"478","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"129",20,40,"ant_atoll",6.755722222,157.9186806,21.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"972","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"479","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"130",20,40,"ant_atoll",6.755722222,157.9186806,18.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"973","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"480","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"131",20,40,"ant_atoll",6.755722222,157.9186806,15.2,"Shallow","fishing",0,"No","Kehpara Marine Sanctuary",0,6.793248,158.113344,6.960127,158.211883,30.4,53,254,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,1.9700875,284.8948188,"974","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"481","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"137",20,40,"sgb",6.988119444,158.1330472,24.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"980","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"482","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"138",20,40,"sgb",6.988119444,158.1330472,18.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"981","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"483","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"139",20,40,"sgb",6.988119444,158.1330472,15.2,"Shallow","fishing",1,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"982","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,"Shallow","Shallow",0.0142819088508344
"484","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"140",20,40,"sgb",6.988119444,158.1330472,9.1,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"983","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"485","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"141",20,40,"sgb",6.988119444,158.1330472,6.7,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"984","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"486","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"142",20,40,"sgb",6.988119444,158.1330472,5.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"985","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"487","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"143",20,40,"sgb",6.988119444,158.1330472,4.5,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"986","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"488","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"144",20,40,"sgb",6.988119444,158.1330472,3,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"987","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
"489","2017_","CAS","Pacific","Central_Pacific","Micronesia","Pohnpei",6.93625876,158.0870312,"150",20,40,"sgb",6.988119444,158.1330472,21.2,"Shallow","fishing",0,"yes","Palikir Marine Sanctuary",0,6.988119444,158.1330472,6.960127,158.211883,0,11,15332,36731,524.588794,"LMI",154895,0.79,13,81,2,122367,15847,12818,317,0.085,NA,10699,118.918825,284.8948188,"993","high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Shallow","Shallow",0.0142819088508344
